Server provider,Specialization,code,Latitude,Longitude,the address,phone,Governorate,area,provider
El Shefa Pharmacy,pharmacies,PH11,30.58324965,31.77657693,Ahmed Orabi Street - El Tell El Kebir - Ismailia,3961273,Ismailia,The Great Hill,Suez Canal Insurance
El Ezaby Pharmacy,pharmacies,PH12,30.61103404,32.2712856,"Intersection of Street 227 and Shebin El Kom Street, Ismailia",3311800,Ismailia,Ismailia,Misr Insurance
El Ezaby Pharmacy,pharmacies,PH04,30.59449518,32.27352936,"3 El Central Tower, extending El Talateenya, El Gomhoureya Street, Ara'yeshet Masr",643349047,Ismailia,Ismailia,AXA Egypt
Care Pharmacies (Kareem Pharmacy),pharmacies,PH44,30.60925865,32.2724789,51 Shebin El Kom Street - Ismailia,011-23484333,Ismailia,Ismailia,MetLife Egypt
Care Pharmacies (Nile Pharmacy),pharmacies,PH17,30.60503775,32.29065041,"Shop No. 1 - Building 147 - Sheikh Zayed Residences, Commercial Street, in front of El Adawy for Wholesale, Third District, Sheikh Zayed - Ismailia",011-53734545,Ismailia,Ismailia,Misr Life Insurance
Care Pharmacies (Doaa Mohamed Abdo Pharmacy),pharmacies,PH32,30.6129847,32.25844709,12 and 19 El Thawra and Cleopatra Street (El Sultan Hussein) - Ismailia,011-56984025,Ismailia,Ismailia,Egypt Healthcare
Ibn Sina International Hospital,hospital,PH76,29.9653544,32.54123607,"8 El Madina El Reyadeya Street, El Malaha",3333225-3333445,Suez,Suez,Suez Canal Insurance
Al Amal Specialized Hospital,hospital,PH11,29.96864496,32.55027987,"56 Bank Misr Street, Suez",3304544 3335466,Suez,Suez,Misr Insurance
Rawda Tel El Qolzum Hospital,hospital,PH12,29.9863398,32.50569247,El Tawfikeya - Al Ferdous - attached to El Rawda Mosque,623514001,Suez,Suez,AXA Egypt
"Dr. Adel Zakaria Habib, Egyptian Center for Physical Therapy",physical therapy,PH04,30.07774249,32.53897027,"El Arbeen Street, El Batal Tower, El Teraa Square, Suez",1204547747,Suez,Suez,MetLife Egypt
"Al-Yousef Radiology Center, Dr. Yousef Awadallah",Radiology Center,PH44,29.96859087,32.54991304,8 Khaled Ibn El Walid Street,3334205,Suez,Suez,Misr Life Insurance
El Bohy Radiology Center,Radiology Center,PH17,29.96410607,32.55393194,3 El Shohadaa Street - Suez,1141175720,Suez,Suez,Egypt Healthcare
El Mokhtabar Laboratory,Analysis laboratories,PH32,29.96553746,32.55660342,El Geish Street - Suez,19014,Suez,Suez,Suez Canal Insurance
Al Shams Lab,Analysis laboratories,PH76,30.04038569,31.0079548,"Suez, 362 Tanzim, El Geish Street - Belal Tower",19445,Suez,Suez,Misr Insurance
Al Borg Laboratory,Analysis laboratories,PH11,29.96571435,32.55543489,363 26th of July Street - Suez,3328580,Suez,Suez,AXA Egypt
Al-Mustafa Pharmacies,pharmacies,PH12,29.96543347,32.54113836,"Medical Emergency Center, Suez, Suez Governorate 8141022",3337001,Suez,Suez,MetLife Egypt
Al-Mustafa Pharmacies,pharmacies,PH04,29.96833515,32.53486928,El Safwa Towers - Tower 9,3307307,Suez,Suez,Misr Life Insurance
New Mina Kamel Pharmacy,pharmacies,PH44,29.97897568,32.53308641,"Arbaeen, Suez ,",3660199,Suez,Suez,Egypt Healthcare
Pharmacy Dr. Fady Adly,pharmacies,PH17,29.31259433,30.84633843,"Qesm Al Fayoum, Second Al Faiyum",1224030911,Fayoum,Fayoum,Suez Canal Insurance
Rami and Fadi Pharmacy,pharmacies,PH32,29.96532353,32.53801801,"21 El Mahroum El Gedida Street, Shop 3 - Suez",1224030911,Suez,Suez,Misr Insurance
Dr. Islam Sami Youssef Pharmacy,pharmacies,PH76,29.98366967,32.52012176,"El Ghowry Street, El Arbeen, Suez",10917655011,Suez,Suez,AXA Egypt
Mohamed Badawy Pharmacy,pharmacies,PH11,30.00043396,32.488533,behind the Faculty of Commerce _ Suez,1014014666,Suez,Suez,MetLife Egypt
Reedy Pharmacy,pharmacies,PH12,29.96546189,32.552552,"3 El Nahda Street, in front of the Governorate _ Suez",1003626595,Suez,Suez,Misr Life Insurance
Seif Pharmacy,pharmacies,PH04,29.36351286,32.57401723,"Sokhna, Ocean Bay Village, Km 92, El Zaafarana Road",1200000780,Suez,Suez,Egypt Healthcare
Al-Azaby Pharmacy,pharmacies,PH44,29.96412662,32.55582561,"El Galaa Street, Gamaeyet Aswan",623199124,Suez,Suez,Suez Canal Insurance
Care Pharmacies (Dr. Michael Alper's New Pharmacy),pharmacies,PH17,29.96779492,32.5500442,4 Harat El Gaser - El Malaha El Gedida - Suez,011-50877170,Suez,Suez,Misr Insurance
Care Pharmacies (Dr. Essam Abdel Latif's New Pharmacy),pharmacies,PH32,29.97653972,32.54712325,"21 Maher Street, Kafr Okba - El Arbeen - Suez",011-01438898,Suez,Suez,AXA Egypt
Care Pharmacies (Misr Pharmacy),pharmacies,PH76,29.82976375,32.39525728,520 El Geish Street - El Arbeen - Suez,011-40262615,Suez,Suez,MetLife Egypt
Care Pharmacies (Al Salam Pharmacy),pharmacies,PH11,29.96973337,32.55112641,El Geish Street - Suez,011-01833486,Suez,Suez,Misr Life Insurance
Care Pharmacies (Mahitab Haddad Pharmacy),pharmacies,PH12,29.96069333,32.56039721,"Port Said Street, Swar Commercial Mall",011-01833490,Suez,Suez,Egypt Healthcare
Avamina Hospital,hospital,PH04,31.2562456,32.2831582,Extending El Ameen Street - Port Said,3727985,Port Said,Port Said,Suez Canal Insurance
Ata'a Specialized Hospital Port Said,hospital,PH44,31.26314956,32.28504815,"El Ameen Street, El Horreya New Residences, in front of El Eman Mosque",01090606327-0663260800,Port Said,Port Said,Misr Insurance
Delifrand Hospital,hospital,PH17,31.26634998,32.30508003,17 Mohamed El Gayar Street – Port Said,3225695-3223663,Port Said,Port Said,AXA Egypt
Clinic Center (Al-Nadi Specialized Clinics),Specialized Clinics Center,PH32,30.4170967,31.55562687,El Talateeny Street - Tabarak Tower - Eighth Floor - in front of Mozdalefa Exhibition,01207777896-066326031,Port Said,Port Said,MetLife Egypt
Al Bayan Radiology Center,Radiology Center,PH76,30.42232273,31.56031543,"Port Said Street, Batta Square, in front of Bank Misr - Belbeis - Sharqia",01125401131-01010207160,Port Said,Port Said,Misr Life Insurance
Al-Eman Radiology Center,Radiology Center,PH11,31.26098183,32.29354089,"Street 100, and Al-Azhar, Al Arab District",3357159,Port Said,Port Said,Egypt Healthcare
El Mokhtabar,Analysis laboratories,PH12,31.23972877,32.32009656,"42 El Shaarawy Street, Entrance 3, in front of the Mosque - Port Fouad",3422245,Port Said,Port Said,Suez Canal Insurance
El Mokhtabar,Analysis laboratories,PH04,31.27073073,32.2764641,"Sondos Tower, in front of El Nasr Hospital, El Zohour District",3659659,Port Said,Port Said,Misr Insurance
Al Borg Laboratory,Analysis laboratories,PH44,31.25085129,32.28406117,"Al-Ta'mir Street, Al-Dawahi District, Port Said, Port Said Governorate 8555125",3725989,Port Said,Port Said,AXA Egypt
Al Borg Laboratory,Analysis laboratories,PH17,31.26878377,32.2755756,"El Zohour Cooperative, Ben Zeren Square, above Eskandrany Pharmacy",3615053,Port Said,Port Said,MetLife Egypt
Al Borg Laboratory,Analysis laboratories,PH32,31.26397208,32.30905425,"El Sharq, Port Said Governorate 8573113",22445907,Port Said,Port Said,Misr Life Insurance
Metra Medical Laboratories,Analysis laboratories,PH76,31.2649664,32.30133798,"7872+M77, Muhammad Ali and Al-Tigari Street, Noor Al-Iman Tower, 2nd Floor, Saad Zaghloul, Al Arab, Port Said Governorate 42111",1200190089,Port Said,Port Said,Egypt Healthcare
City Lab,Analysis laboratories,PH11,31.27207397,32.2770946,"779G+MR5, Abd Al Hadi Al Hadidi, Al Zohour,",1200220896,Port Said,Port Said,Suez Canal Insurance
City Lab,Analysis laboratories,PH12,31.24337813,32.32166304,"El Sho'araa Street, in front of El Sho'araa Mosque, Port Fouad",1202218322,Port Said,Port Said,Misr Insurance
ElZieny Pharmacy,pharmacies,PH04,31.27520681,32.27185624,"ع 5, Al Gabal, Al Zehour, El Manakh,0",3326942,Port Said,Port Said,AXA Egypt
Fatema Pharmacy,pharmacies,PH44,31.23429778,32.31776989,"Port Fouad - Mohamed Ali Towers, Building 13, Shop 1370138",1227872657,Port Said,Port Said,MetLife Egypt
Nasr Pharmacy,pharmacies,PH17,31.24580536,32.28445445,"Al-Sharq Department (or Eastern District), Port Said Governorate 8554103",3339333,Port Said,Port Said,Misr Life Insurance
Mohamed Ali Pharmacy,pharmacies,PH32,31.2338406,32.31895928,"68M9+6J6, Ibn Khaldoun, Port Fuad 2, Port Said Governorate 42523",663400291,Port Said,Port Said,Egypt Healthcare
Alaa Al-Muzain Pharmacy,pharmacies,PH76,31.26877589,32.29898866,18 Abd El Salam Aref Street - East District,0663251812-01279944480,Port Said,Port Said,Suez Canal Insurance
Care Pharmacies (Dr. Loay Atef Mohamed Pharmacy),pharmacies,PH11,31.26181565,32.2986528,"Mohamed Ali Street - Al Farma Towers, Tower D – Shop No. 5 - Port Said",011-55474743,Port Said,Port Said,Misr Insurance
Care Pharmacies (Dr. Ahmed Ali Hamouda Pharmacy),pharmacies,PH12,31.26749319,32.31453788,"23rd of July Street, Ard El Bahrein, El Mathaf Tower - Port Said",011-01433078,Port Said,Port Said,AXA Egypt
Care Pharmacies (Dr. Mohamed Mustafa Ahmed Pharmacy),pharmacies,PH04,31.26532893,32.30854046,"8 23rd of December Street, El Nozha Towers, El Zohour District - Port Said",011-01433079,Port Said,Port Said,MetLife Egypt
Care Pharmacies (Shady Mahmoud El-Samman Pharmacy),pharmacies,PH44,31.26211221,32.30438797,"4 Mahfouz El Agroudy Street, off Salah Salem, next to Lycee School - Port Said",011-01438896,Port Said,Port Said,Misr Life Insurance
Care Pharmacies (Ahmed Ali Hamouda Pharmacy 2),pharmacies,PH17,31.26043023,32.3037686,"23 Mostafa Kamel and El Temseh Street, El Sekka Tower, in front of the Port Authority",011-00390815,Port Said,Port Said,Egypt Healthcare
Care Pharmacies (Abeer Mohammed Mahdi Pharmacy),pharmacies,PH32,31.24432634,32.32146393,El Shaarawy and El Gamaa Street with Tarek Ibn Ziyad,011-00390840,Port Said,Port Said,Suez Canal Insurance
Care Pharmacies (Abeer Ibrahim Mahdi Pharmacy),pharmacies,PH76,31.26529224,32.3085941,"19 El Geish Street, Port Fouad Tower, Shop 2 - Port Fouad",011-19416955,Port Said,Port Said,Misr Insurance
Damietta Safa Hospital,hospital,PH11,31.42558218,31.80122765,"Tharwat, Qism Damietta, Dameitta Second,",126407071,Damietta,Damietta,AXA Egypt
Damietta Military Hospital,hospital,PH12,31.44049674,31.69142747,"El Sena'eya Road, New Damietta City, Kafr Saad, Damietta",0572292222-0572402556,Damietta,Damietta,MetLife Egypt
Al Shorouk Hospital 2000,hospital,PH04,31.43832724,31.67934031,"Central Area, behind the Faculty of Education - New Damietta",2406385,Damietta,Damietta,Misr Life Insurance
Dar Al Hayat Hospital,hospital,PH44,31.44802685,31.69115997,"New Damietta, Second District, Second District, New Damietta","01022278934
0572077680",Damietta,Damietta,Egypt Healthcare
"Ibn Sina Specialized Hospital, Damietta",hospital,PH17,31.35638214,31.68351154,"El Gomhoureya Street, Kafr Saad, Damietta Governorate",573600800,Damietta,Damietta,Suez Canal Insurance
Dar Al Oyoun Damietta,hospital,PH32,31.44103813,31.68195452,"New Damietta, next to Bank of Cairo",2414205,Damietta,Damietta,Misr Insurance
Techno Scan Centers (Osama Khalil),Radiology Center,PH76,31.40870738,31.81291997,"Damietta - El Mostashar Nafea Street, next to the Drinking Water Company",2230140,Damietta,Damietta,AXA Egypt
Al-Eman Radiology Center,Analysis laboratories,PH11,31.41534607,31.81131772,"Damietta – El Mostashar Nafea Street, behind El Mazloum Mosque",2245296-2288876,Damietta,Damietta,MetLife Egypt
Al Borg Laboratory,Analysis laboratories,PH12,31.42442849,31.79689817,"Qism Damietta, Damietta First",2244700,Damietta,Damietta,Misr Life Insurance
El Mokhtabar,Analysis laboratories,PH04,31.42003388,31.80994443,"Al-Rashid Alley, Qism Damietta, Damietta, Damietta Governorate",9805017,Damietta,Damietta,Egypt Healthcare
El Mokhtabar,Analysis laboratories,PH44,31.45198872,31.68336492,"Al-Sa'idi Street - formerly Hasaballah Al-Kafrawy Street, New Damietta, Damietta, Damietta Governorate 8025230",2226063,Damietta,Damietta,Suez Canal Insurance
Metra Laboratory,Analysis laboratories,PH17,31.45242867,31.68228007,"El Kefrawy Street, New Damietta City, Damietta Governorate",1000070690,Damietta,Damietta,Misr Insurance
Dr. Mohamed El-Atraby's Pharmacy,pharmacies,PH32,31.52692344,31.80309352,"CR99+M9P, Muhammad Abdo Street, next to Omar Al-Mawsli Mosque, Bab Al Haras district, Qism Damietta",‏2331134‏-‏2331135‏,Damietta,Damietta,AXA Egypt
Dr. Mohamed El-Atraby's Pharmacy,pharmacies,PH76,31.44703116,31.66951391,"Central Area B, next to the International Eye Hospital",057/2416636,Damietta,Damietta,MetLife Egypt
Seif Pharmacies,pharmacies,PH11,30.04589735,31.24272701,"El Tahrir, 2 El Tahrir Street, Sorour Square",2226640,Damietta,Damietta,Misr Life Insurance
Saleh Al-Sharbiny Pharmacy,pharmacies,PH12,31.33700075,31.7172433,"Faraskour, behind Faraskour Hospital, Damietta",3470318,Damietta,Damietta,Egypt Healthcare
Care Pharmacies (El Zayat El Gedida Pharmacy),pharmacies,PH04,31.44500159,31.68281868,"New Damietta, Second District",011-01438997,Damietta,Damietta,Suez Canal Insurance
Care Pharmacies (El Malah El Gedida Pharmacy),pharmacies,PH44,29.95867979,31.25134527,El Kobry El Gedeed Square - Damietta,011-51858184,Damietta,Damietta,Misr Insurance
Al-Zahraa Hospital,hospital,PH17,29.3046004,30.85152519,"14 El Gezair Street, Bagoush - Fayoum",06304515-06302609,Fayoum,Fayoum,AXA Egypt
Arafa Hospital,hospital,PH32,29.30913109,30.84283371,"El Gomhoureya Street, in front of the Central - Fayoum",06364848-06364747,Fayoum,Fayoum,MetLife Egypt
Makkah Hospital,hospital,PH76,29.31119822,30.85446371,El Hadeqa – behind the Technical School for Girls – Fayoum,6303164-6301050-6301150,Fayoum,Fayoum,Misr Life Insurance
Specialized Medicine Hospital (Fayoum International Hospital Company),hospital,PH11,29.31315085,30.88260395,Beginning of Demo Road - next to Al Resala School,1011558500,Fayoum,Fayoum,Egypt Healthcare
International Eye Hospital,Specialized eye hospital,PH12,29.34417114,30.85568555,"16 El Omdah Street, off El Horreya Street, above El Nasagoon El Sharqeyoon",06366955-06366833,Fayoum,Fayoum,Suez Canal Insurance
Al Nada Specialized Hospital,hospital,PH04,29.31272216,30.85633772,"El Masalla, El Nada Tower, next to the First Mill",1119714588,Fayoum,Fayoum,Misr Insurance
Fayoum Scan Center,Radiology Center,PH44,29.31474911,30.85500594,"El Zahraa Tower, El Nabwy El Mohandes Street",1062070012,Fayoum,Fayoum,AXA Egypt
El Mokhtabar,Analysis laboratories,PH17,29.30829193,30.8407229,"El Nasagoon Building, El Horreya Street",6377606,Fayoum,Fayoum,MetLife Egypt
Alpha Lab,Analysis laboratories,PH32,29.30847938,30.84207,"Weavers Tower - Al Bahr Street, Faiyum Governorate",2150267,Fayoum,Fayoum,Misr Life Insurance
Al Borg Laboratory,Analysis laboratories,PH76,29.30903535260597,30.842641428629715,"First Al Faiyum, Faiyum Governorate",372666,Fayoum,Fayoum,Egypt Healthcare
First Lab,Analysis laboratories,PH11,29.306850369607755,30.846873891332304,"El Bashayer Tower, El Masalla Square",6344463,Fayoum,Fayoum,Suez Canal Insurance
Hakim Pharmacy ,pharmacies,PH12,29.30949656194226,30.843184182603075,"El-Khalifa El-Maamoun, Qesm Al Fayoum, First Al Faiyum",6342929,Fayoum,Fayoum,Misr Insurance
Cure pharmacy,pharmacies,PH04,29.3325463817359,30.839100272033356,"After Raneen Store, after the Governor's Villa, Road, Monshaat Abd Allah",011-11946966,Fayoum,Fayoum,AXA Egypt
Al Salam Charity Hospital,hospital,PH44,29.072751329475068,31.096796576011762,Tosson Street - Beni Suef,2356262,Beni Suef,Beni Suef,MetLife Egypt
Zahra Tower Hospital,hospital,PH17,29.07201473085274,31.0976999913323,43 Islam Street - intersection of Ahmed Orabi - Beni Suef,2353508,Beni Suef,Beni Suef,Misr Life Insurance
El nada CLINICS,Specialized Clinics Center,PH32,29.13197904,31.09480166,"Ahmed Orabi Street - Morad Tower - Seventh Floor, El Zera'eyeen Square",01207777896-066326031,Beni Suef,Beni Suef,Egypt Healthcare
International Eye Hospital,Specialized eye hospital,PH76,29.06718260246502,31.099241391776104,"Qism Bani Sweif, Beni Suef",19650,Beni Suef,Beni Suef,Suez Canal Insurance
Capital Center for Radiology and Medical Analysis,Radiology Center,PH11,29.068999979995063,31.09863463240115,"339X+G99, Ahmed Orabi Street, Qism Bani Sweif",2367471-2367470,Beni Suef,Beni Suef,Misr Insurance
Gamma Radiology Center,Radiology Center,PH12,29.081985735348553,31.096035952742447,"Abd El Salam Aref Street, El Zera'eyeen Square - El Sheimy Medical Tower - Floor 3, Beni Suef",1023001755,Beni Suef,Beni Suef,AXA Egypt
Teba Center,Radiology Center,PH04,28.86051934,30.89704777,"Naser Branch, El Geish Street, next to Naser Central Hospital, in front of El Shameya Bridge",25773194,Beni Suef,Beni Suef,MetLife Egypt
Teba Center,Radiology Center,PH44,29.13917621,30.94099308,"3WRV+3MW, Ihnasiya El Madina, Ihnasiya City, Ihnasiya,",1127884418,Beni Suef,Beni Suef,Misr Life Insurance
Taiba Radiology Center,Radiology Center,PH17,28.877317382822465,30.89017243699709,"El Fashn Branch, El Ibrahimeya Street, in front of the old Central, next to Zohour El Haya Hospital",1145447485,Beni Suef,Beni Suef,Egypt Healthcare
Taiba Radiology Center,Radiology Center,PH32,29.078051793571852,31.096147857259464,"Port Said Street, El Nada Tower, in front of El Modireya Crossing",2350153/159,Beni Suef,Beni Suef,Suez Canal Insurance
Trust Laboratory Dr. Sanaa Abdel Shafi,Analysis laboratories,PH76,29.07747183633802,31.096064374635507,"Port Said Street, El Nada Tower, Beni Suef",2333698,Beni Suef,Beni Suef,Misr Insurance
Trust Laboratory Dr. Sanaa Abdel Shafi,Analysis laboratories,PH11,29.081899391502823,31.094316502397426,"Salah Salem, above El Doghry, Beni Suef",2162095,Beni Suef,Beni Suef,AXA Egypt
Alfa Lab,Analysis laboratories,PH12,29.072002853748888,31.09781973738975,"74 Ahmed Orabi Street, intersection of El Helal - Beni Suef",2352221,Beni Suef,Beni Suef,MetLife Egypt
Al Borg Laboratory,Analysis laboratories,PH04,29.090089509520222,31.097719170675845,"2 Dr. Ali El Shafei Street, next to Omar Effendi",2336892,Beni Suef,Beni Suef,Misr Life Insurance
Al Shams Lab,Analysis laboratories,PH44,29.14912805889291,31.125880721981687,"44WG+4WJ, Al Nade Al Reyadi, Nasir City, Nasser",19445,Beni Suef,Beni Suef,Egypt Healthcare
Al Shams Lab,Analysis laboratories,PH17,29.076197599809053,31.09889530670983,"362 Belal Tower, El Geish Street, Suez, Beni Suef",19445,Beni Suef,Beni Suef,Suez Canal Insurance
Royal Lab,Analysis laboratories,PH32,29.072417650962382,31.097541362494226,"85 Safeya Zaghloul Street, Beni Suef",16064,Beni Suef,Beni Suef,Misr Insurance
First Lab,Analysis laboratories,PH76,26.820816303132922,30.80239607599009,"Abd El Salam Aref Street, Awqaf Buildings - El Kawthar Building",2347474,Beni Suef,Beni Suef,AXA Egypt
El Mokhtabar,Analysis laboratories,PH11,29.07479046037293,31.093443897945278,"6 Hareth Square, corner of El Gebaly Street",2350098,Beni Suef,Beni Suef,MetLife Egypt
Mahmoud hanafy pharmacy,pharmacies,PH12,29.074382407910768,31.082945111232803,"Mohy El-Din Car Park, near Mahmoud Hanafy Pharmacy",2313901,Beni Suef,Beni Suef,Misr Life Insurance
Sobhy Pharmacy,pharmacies,PH04,29.07153516258317,31.09754528165063,"Abd El-Salam Aref, Qism Bani Sweif, Beni Suef",1115805670,Beni Suef,Beni Suef,Egypt Healthcare
Care Pharmacies (Al-Abbasiya Pharmacy),pharmacies,PH44,29.076207315891203,31.09455904986392,"23rd of July, El Reyady Street (formerly El Malek Farouk Street)",011-01433102,Beni Suef,Beni Suef,Suez Canal Insurance
Care Pharmacies (Dr. Rania Elsayed Younes Habas Pharmacy),pharmacies,PH17,29.13084364,31.09339076,Salah Salem – El Telefzyon Buildings – Beni Suef,011-02232044,Beni Suef,Beni Suef,Misr Insurance
Care Pharmacies (Dr. Najah Qutb Pharmacy),pharmacies,PH32,29.34590564758673,31.208649233970565,"El Mahaleg Shops - El Wasety, Beni Suef",011-01833485,Beni Suef,Beni Suef,AXA Egypt
Minya National Hospital,hospital,PH76,28.092299599140972,30.757241259314178,"69 Saad Zaghloul, Qism Minya, First Al Minya",2319319,Minya,Minya,MetLife Egypt
El Raey El Saleh Hospital,hospital,PH11,28.31932450778173,30.70671099136257,Samalout - Minya,7714925,Minya,Minya,Misr Life Insurance
Horus Eye Hospital,hospital,PH12,28.10949928909953,30.750206648990797,"15 El Nasr Street, Ard Sultan",‏0862320254‏-‏0862320255‏,Minya,Minya,Egypt Healthcare
Al Borg Laboratory,Analysis laboratories,PH04,28.227582979569835,30.80025853964474,"85 Saad Zaghloul Street, near the station",2329692,Minya,Minya,Suez Canal Insurance
Al Borg Laboratory,Analysis laboratories,PH44,28.64988202828657,30.840650020140632,8 El Gomhoureya Street - Maghagha,7567953,Minya,Minya,Misr Insurance
El Mokhtabar,Analysis laboratories,PH17,28.64835853123031,30.83869702017089,"Taha Hussein Street, in front of Abou El Ala Mosque - Maghagha",7567999,Minya,Minya,AXA Egypt
Royal Lab,Analysis laboratories,PH32,28.09840221,30.75340324,"69 Saad Zaghloul Street, El Sarafa Tower, Third Floor, beginning of Minya",16064,Minya,Minya,MetLife Egypt
Al Shams Lab,Analysis laboratories,PH76,28.494886055897272,30.799833277838477,"Minya, El Mahatta Square - next to the Train Station",19445,Minya,Minya,Misr Life Insurance
Life Lab,Analysis laboratories,PH11,28.42612192372724,30.772987629037846,"El Ibrahimeya Street, Matai Center, next to the Medical Center",199920164,Minya,Minya,Egypt Healthcare
Al Mokhtabar lab,Radiology Center,PH12,27.785296612689642,30.846561064605524,"5 El Mogairy Street, Mallawi",862586016,Minya,Minya,Suez Canal Insurance
Care Pharmacies (Randa Mohamed Fathi New Pharmacy),pharmacies,PH04,28.096625760356016,30.762027327332863,"236 El-Horeya, Qism Minya, First Al Minya",011-01902279,Minya,Minya,Misr Insurance
Care Pharmacies (Randa Mohamed Fathi Pharmacy),pharmacies,PH44,28.09764794,30.75657988,Intersection of Saad Zaghloul with El Mahatta Square - Minya,011-56984024,Minya,Minya,AXA Egypt
Care Pharmacies (Dr. Azmy Ayad Wahba Pharmacy),pharmacies,PH17,28.10758037,30.74962223,Adnan El Maleky Street - Ard El Sultan - Minya,011-56984250,Minya,Minya,MetLife Egypt
Care Pharmacies (Al Baraka Pharmacy),pharmacies,PH32,28.11179625,30.75026468,Taha Hussein Street - Minya,011-56984327,Minya,Minya,Misr Life Insurance
Al-Shifa International Hospital,hospital,PH76,26.15435016,32.70612241,Corniche El Nil - Dendera Bridge,1021989199,Qena,Qena,Egypt Healthcare
Dar Al Oyoun Hospital,Specialized eye hospital,PH11,26.317551657946005,32.6873463724463,"Qena Hospital Street, next to the Faculty of Medicine - Qena",5347693,Qena,Qena,Suez Canal Insurance
El Mokhtabar,Analysis laboratories,PH12,25.299482845933237,32.555372493148916,"7 El Gomhoureya Street (formerly El Gameel) - Saheela Tower, Bandar Qena",5347366,Qena,Qena,Misr Insurance
El Mokhtabar,Analysis laboratories,PH04,26.073059050864032,32.24305483230276,"1 Hosny Mubarak Street, Awqaf Building, Nagaa Hamadi",570079,Qena,Qena,AXA Egypt
El Hekma Laboratory,Analysis laboratories,PH44,26.19016613750311,32.751102461448156,"Qena 1, Main Lab in Upper Egypt, El Gomhoureya Street, next to Anis Demetry",16059,Qena,Qena,MetLife Egypt
El Hekma Laboratory,Analysis laboratories,PH17,26.04914348220871,32.241110920182976,"Nagaa Hamadi, 25th of January Street (formerly Mubarak Street)",16059,Qena,Qena,Misr Life Insurance
El Hekma Laboratory,Analysis laboratories,PH32,25.999744953227726,32.8100514066675,"Qeft, El Geish Street, next to Qeft Educational Hospital",16059,Qena,Qena,Egypt Healthcare
Al Borg Laboratory,Analysis laboratories,PH76,26.04937094292071,32.241060464365304,Applieds Building - Nagaa Hamadi,6574337,Qena,Qena,Suez Canal Insurance
Al Borg Laboratory,Analysis laboratories,PH11,26.16102369952868,32.72502967781475,1 El Mahatta Square - Qena,5346375,Qena,Qena,Misr Insurance
Royal Lab,Analysis laboratories,PH12,26.15936038622696,32.722583270958616,"Next to the fire station - In front of the Yasmin Hotel, 10 Luxor, Qism Qena, Qena,",16064,Qena,Qena,AXA Egypt
Care Pharmacies (Al-Zain Pharmacy),pharmacies,PH04,26.158712299162637,32.715820626575024,"23rd of July Street, Bandar Qena",011-40100409,Qena,Qena,MetLife Egypt
"Care Pharmacies (New Al-Hilal Pharmacy, Dr. Mahmoud)",pharmacies,PH44,26.17821877202711,32.74068604191723,"New Awqaf Building, El Mahatta Square - Qena",011-03057602,Qena,Qena,Misr Life Insurance
Care Pharmacies (Sameh Pharmacy),pharmacies,PH17,26.076334740759087,32.238390650400646,14 30th of March Street - Nagaa Hamadi,011-01853177,Qena,Qena,Egypt Healthcare
Ibn Sina Specialized Hospital,hospital,PH32,30.04012974691176,31.208386549008967,Ishaq Street - El Aref Square,2311936,Sohag,Sohag,Suez Canal Insurance
Hospital Medicine House,hospital,PH76,26.554932304392707,31.689334564655,"El-Khouly, Sohag 1",4602502,Sohag,Sohag,Misr Insurance
El Haya Hospital,hospital,PH11,26.541853361308238,31.699131010341528,"Sohag, next to the Police Club, El Qebly",2157003-2157000,Sohag,Sohag,AXA Egypt
Misr Hospital,hospital,PH12,26.55496812988388,31.707777764352702,"45 Hydrogen Factory Street, off Corniche El Nil",4607477,Sohag,Sohag,MetLife Egypt
Sohag Military Hospital,hospital,PH04,26.545358317584004,31.707248082536605,"GPP5+WFC, Sohag Bridge, Al Kabsh, Sohag 1",093/2309947,Sohag,Sohag,Misr Life Insurance
El Mokhtabar,Analysis laboratories,PH44,26.565076421897597,31.686218178547875,"El Aref Square, El Madany Building",2337753,Sohag,Sohag,Egypt Healthcare
El Mokhtabar,Analysis laboratories,PH17,30.070133647656633,31.253331959550277,"14 Thabet Ibn Aslam Street, off El Sayeda Khadija, behind Bank of Cairo - Girga",4666879,Sohag,Sohag,Suez Canal Insurance
Royal Lab,Analysis laboratories,PH32,26.548397045555667,31.701332475605785,"16 El Aref Bellah Square, above Makky Law Firm Center",16064,Sohag,Sohag,Misr Insurance
Nile Pharmacy,pharmacies,PH76,26.556357420323454,31.69941816733359,"Assiut Sohag Street, next to the City Council",2323310,Sohag,Sohag,AXA Egypt
Care Pharmacies (Dr. Shereen Ali Saleh Pharmacy),pharmacies,PH11,26.565445529646453,31.695586936131654,"El Galaa Street, El Fanar Mall - Sohag",011-46766869,Sohag,Sohag,MetLife Egypt
Care Pharmacies (Ahmed Ali Yousef Pharmacy),pharmacies,PH12,26.567180132189904,31.70604141381221,El Gamaa Street - Student Activities Building - Nasr City - Sohag,011-46771742,Sohag,Sohag,Misr Life Insurance
Care Pharmacies (Michel's Pharmacy),pharmacies,PH04,26.577134758014285,31.70070360144446,El Gomhoureya Street - Sohag,011-56984028,Sohag,Sohag,Egypt Healthcare
Care Pharmacies (Dr. Hossam El-Fay's New Pharmacy),pharmacies,PH44,26.573913019050888,31.687158045683415,City Street - Grand City Mall - Qalfaw - Sohag,011-03612383,Sohag,Sohag,Suez Canal Insurance
